Name,Type,Exterior,Rarity,Extra,Average volume sale,Average price (VND),Max price (VND),Days to reach max,Min price (VND),Days to reach min,Price change (%),Time on market (days)
USP-S | Overgrowth (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,54.97647347,261833.0853,1101888.125,2890,17310.559,153,1.14,3356
Sticker | Snax (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,9.058479532,88321.2396,705678.125,1936,13421.997,310,10.14,1970
Sticker | LoveYY (Foil) | Boston 2018,Sticker,None,Remarkable,Normal,5.023842917,77205.92058,593296.688,1770,3807.109,195,1.43,1784
Sticker | shox (Foil) | MLG Columbus 2016,Sticker,None,Exotic,Normal,5.048009368,158240.1093,937391.5,2009,31772.992,16,3.3,2444
StatTrak™ AK-47 | Frontside Misty (Well-Worn),Rifle,Well-Worn,Classified,StatTrak™,7.716419655,707736.3263,2451834.5,1,386088.5,409,-0.76,2630
CZ75-Auto | Nitro (Factory New),Pistol,Factory New,Mil-Spec,Normal,2.0078125,418998.137,1164157.125,617,4463.179,670,1.67,3054
P250 | Undertow (Field-Tested),Pistol,Field-Tested,Classified,Normal,5.364024049,191438.2931,2943969.25,2891,40252.793,468,2.83,3211
SG 553 | Hypnotic (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,2.214285714,1068382.847,2479047.75,189,468137.844,722,0.18,724
Sticker | myXMG | DreamHack 2014,Sticker,None,High Grade,Normal,9.949057715,104404.3062,598896.938,2812,5662.731,10,19.66,2928
XM1014 | Banana Leaf (Factory New),Shotgun,Factory New,Industrial Grade,Normal,26.86181031,113214.5545,435745.75,895,5913.081,0,44.81,1106
AWP | Elite Build (Factory New),Rifle,Factory New,Classified,Normal,21.91464518,395655.4173,1394942.25,1691,204574.688,860,-0.22,2477
Sticker | Pimp | Atlanta 2017,Sticker,None,High Grade,Normal,6.737485779,86046.17814,536921.938,1532,5236.509,17,21.09,2146
StatTrak™ AK-47 | Point Disarray (Well-Worn),Rifle,Well-Worn,Classified,StatTrak™,1.95975976,882202.3296,1887676.625,1363,225390.531,678,-0.66,2548
Sticker | Team Liquid (Holo) | MLG Columbus 2016,Sticker,None,Remarkable,Normal,37.74333559,277321.2588,1140428.375,1592,39905.469,310,2.34,2448
USP-S | Road Rash (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,12.25211393,429606.1877,1399462.75,2523,117719.945,18,1.76,3072
StatTrak™ Negev | Power Loader (Factory New),Machinegun,Factory New,Restricted,StatTrak™,3.349667272,544814.6842,1909918.125,1520,138582.078,201,-0.18,2547
StatTrak™ CZ75-Auto | Victoria (Minimal Wear),Pistol,Minimal Wear,Covert,StatTrak™,2.021008403,1121531.901,3861312.5,2569,11405.901,50,-0.83,3211
Souvenir AUG | Condemned (Field-Tested),Rifle,Field-Tested,Industrial Grade,Souvenir,1.595596756,162334.4508,9918175,502,5207.042,357,-0.21,3282
M4A1-S | Mecha Industries (Well-Worn),Rifle,Well-Worn,Covert,Normal,6.850856352,380984.1501,1847860.625,2,155411.562,893,-0.53,2358
USP-S | Overgrowth (Well-Worn),Pistol,Well-Worn,Restricted,Normal,15.61685333,166254.2368,1772923,2229,8861.954,154,0.07,3355
StatTrak™ P250 | Mehndi (Field-Tested),Pistol,Field-Tested,Classified,StatTrak™,10.72146597,409177.0915,3512083,2723,166477.688,195,-0.69,3267
Sticker | fame (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.685507246,405462.211,1147514.708,23,198250.984,9,0.88,37
StatTrak™ M4A4 | Buzz Kill (Well-Worn),Rifle,Well-Worn,Covert,StatTrak™,1.69303155,885180.8092,3010166.25,0,332764.688,241,-0.85,2191
Sticker | Splyce (Foil) | MLG Columbus 2016,Sticker,None,Exotic,Normal,11.57433009,277673.6911,960489.75,1592,80346.312,742,0.07,2446
Sticker | buster (Gold) | Katowice 2019,Sticker,None,Extraordinary,Normal,2.274678112,230721.5169,794941.75,792,48065.902,125,2.25,1367
AK-47 | Black Laminate (Well-Worn),Rifle,Well-Worn,Mil-Spec,Normal,7.964057075,321924.1369,5493579,2988,62522.715,666,0.77,3393
StatTrak™ USP-S | Stainless (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,25.33687652,401242.9209,1797727,2271,65102.512,272,1.21,3211
Sticker | karrigan (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.184822521,74545.07029,556874.312,2324,10812.199,29,11.74,2324
Sticker | Fnatic (Foil) | Krakow 2017,Sticker,None,Exotic,Normal,5.346076459,163612.0091,812919.75,1121,34694.926,479,2.4,1967
SCAR-20 | Cyrex (Well-Worn),Rifle,Well-Worn,Classified,Normal,7.462962963,121925.4612,1124473.125,1648,9422.267,747,0.69,3132
M4A4 | Zirka (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,109.1000099,204696.7696,2007811.875,3143,10064.35,154,0.46,3357
M4A1-S | Player Two (Field-Tested),Rifle,Field-Tested,Covert,Normal,131.8614346,658035.2747,2897254.5,0,269494.719,539,-0.81,973
Sticker | olofmeister (Foil) | Krakow 2017,Sticker,None,Remarkable,Normal,10.48379804,169665.2121,968050.406,1950,10436.626,167,13.58,1961
Sticker | Happy (Foil) | Boston 2018,Sticker,None,Remarkable,Normal,5.654232425,100918.6359,864959.25,1411,8681.985,39,22.97,1788
Souvenir SSG 08 | Blue Spruce (Minimal Wear),Rifle,Minimal Wear,Consumer Grade,Souvenir,1.900277008,167881.8335,3921405,2687,348.851,721,2.89,3286
Galil AR | Eco (Minimal Wear),Rifle,Minimal Wear,Classified,Normal,20.20096136,273271.7182,760616.68,2755,57201.512,445,-0.27,2784
Sticker | Avangar (Holo) | Boston 2018,Sticker,None,Remarkable,Normal,12.10896974,233185.9651,831051.812,1586,12281.895,40,15.34,1803
AK-47 | Leet Museo (Minimal Wear),Rifle,Minimal Wear,Covert,Normal,54.04874611,670657.9582,1140486.75,0,521017.156,275,-0.5,434
CZ75-Auto | The Fuschia Is Now (Field-Tested),Pistol,Field-Tested,Classified,Normal,18.27322697,181029.0571,1026677.875,2944,18553.139,20,1.82,3211
Souvenir Glock-18 | Night (Factory New),Pistol,Factory New,Industrial Grade,Souvenir,1.23572744,1150885.995,9918175,0,60.938,144,-0.95,2911
Katowice 2019 Dust II Souvenir Package,Container,None,Base Grade,Normal,15.04778283,144767.8062,619885.938,1337,41893.395,7,5.24,1374
M4A1-S | Golden Coil (Battle-Scarred),Rifle,Battle-Scarred,Covert,Normal,42.64013796,311798.1452,2090418.375,0,113183.383,1013,-0.72,2630
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),Rifle,Field-Tested,Restricted,StatTrak™,17.29459025,578640.1043,865980.688,0,325575.562,399,-0.39,2016
USP-S | The Traitor (Minimal Wear),Pistol,Minimal Wear,Covert,Normal,39.30981338,1046812.451,9061144,0,517591.1031,569,-0.94,575
Sticker | Hiko (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,3.792873051,81193.64562,570297.375,2576,8926.357,800,-0.17,2578
Cmdr. Davida 'Goggles' Fernandez | SEAL Frogman,Others,None,None,Normal,118.6468596,340429.3549,652975.3374,420,130375.828,49,1.97,434
Souvenir UMP-45 | Blaze (Factory New),SMG,Factory New,Mil-Spec,Souvenir,5.11949634,691121.8726,4185402.5,2999,116786.508,11,-0.33,3288
Sticker | ScreaM (Foil) | Cologne 2015,Sticker,None,Exotic,Normal,11.59747392,198913.8725,870170.438,1827,44532.727,103,0.67,2663
Sticker | Fnatic (Foil) | Boston 2018,Sticker,None,Exotic,Normal,3.468053492,281259.7386,1609490.75,952,10596.653,1262,3.2,1805
SCAR-20 | Emerald (Factory New),Rifle,Factory New,Restricted,Normal,19.03628274,185840.5551,1501234.5,2498,34280.82,92,-0.14,3358
Sticker | Cloud9 (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,8.753846154,180829.0332,874535.062,1984,39132.691,16,1.19,2591
P250 | Digital Architect (Field-Tested),Pistol,Field-Tested,Restricted,Normal,5.607142857,489755.3865,675005,206,325851.312,411,0.1,433
StatTrak™ M4A4 | The Battlestar (Minimal Wear),Rifle,Minimal Wear,Covert,StatTrak™,3.396172784,779120.1952,2082944.875,43,300520.719,2435,-0.76,2477
MAC-10 | Stalker (Minimal Wear),SMG,Minimal Wear,Covert,Normal,13.63946029,502764.314,670435.25,102,369322.938,381,0.25,1106
Sticker | huNter- (Gold) | Berlin 2019,Sticker,None,Extraordinary,Normal,2.081395349,822402.3358,2924953.5,728,242995.281,104,-0.35,1190
M4A1-S | Atomic Alloy (Well-Worn),Rifle,Well-Worn,Classified,Normal,71.51253329,148115.3087,1097047.167,3104,47553.613,1523,0.13,3133
AK-47 | Black Laminate (Battle-Scarred),Rifle,Battle-Scarred,Mil-Spec,Normal,10.78271873,330995.9596,3620310.5,2425,55700.352,669,0,3394
Glock-18 | Franklin (Well-Worn),Pistol,Well-Worn,Restricted,Normal,1.62962963,744341.8005,1653111.875,191,249177.344,0,0.54,725
MAC-10 | Graven (Battle-Scarred),SMG,Battle-Scarred,Restricted,Normal,8.792156863,138675.3319,703496.25,2815,7208.543,146,2.43,3355
StatTrak™ Tec-9 | Decimator (Well-Worn),Pistol,Well-Worn,Classified,StatTrak™,1.680463576,321984.0384,631320.375,876,44230.117,666,0.42,1104
Galil AR | Phoenix Blacklight (Battle-Scarred),Rifle,Battle-Scarred,Restricted,Normal,4.456578947,620243.2333,1548504.375,186,239597.5,0,0.23,724
Sticker | pita (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,4.432989691,58729.15417,395647.719,2308,10229.174,16,15.2,2308
Sticker | KRIMZ (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.475206612,152892.4665,979419.812,1416,18995.287,17,8.23,2102
StatTrak™ FAMAS | Rapid Eye Movement (Factory New),Rifle,Factory New,Classified,StatTrak™,2.72826087,910532.0812,2679970.75,1,478538.562,183,-0.78,312
StatTrak™ Glock-18 | Wasteland Rebel (Factory New),Pistol,Factory New,Covert,StatTrak™,2.989759817,1237292.893,7612914.5,0,516736.938,2357,-0.93,2357
AK-47 | Black Laminate (Field-Tested),Rifle,Field-Tested,Mil-Spec,Normal,55.02960322,330654.5505,2813886.5,2951,53903.926,650,-0.05,3394
StatTrak™ Desert Eagle | Kumicho Dragon (Field-Tested),Pistol,Field-Tested,Classified,StatTrak™,16.86622044,640417.2142,1071614.5,1856,285111.219,257,-0.24,2477
Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,Container,None,Base Grade,Normal,378.2413873,143683.8297,666749.3127,1769,5927.091,42,14.72,1789
Sticker | MSL (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,3.965357968,57391.61428,587899.812,2068,8467.285,22,6.71,2592
Autograph Capsule | G2 Esports | MLG Columbus 2016,Container,None,Base Grade,Normal,18.81499261,68216.11672,261433.875,2209,360.579,934,7.52,2439
M4A1-S | Chantico's Fire (Field-Tested),Rifle,Field-Tested,Covert,Normal,62.82466916,464841.0339,3316071.75,0,214112.734,796,-0.84,2407
AK-47 | Legion of Anubis (Factory New),Rifle,Factory New,Covert,Normal,52.39762275,1181894.946,13684651,0,507714.656,806,-0.96,845
Souvenir M4A4 | Radiation Hazard (Field-Tested),Rifle,Field-Tested,Mil-Spec,Souvenir,5.820332717,523083.3856,12602227,2271,90495.516,312,0.05,3027
Sticker | chrisJ (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,3.401349073,119062.921,1568807.375,1662,21886.174,15,2.58,2343
M4A1-S | Player Two (Well-Worn),Rifle,Well-Worn,Covert,Normal,10.65667271,651328.7877,1775639.75,1,298857.406,539,-0.64,973
StatTrak™ AK-47 | Nightwish (Battle-Scarred),Rifle,Battle-Scarred,Covert,StatTrak™,6.668225509,925362.888,3920654.5,0,484112.77,309,-0.87,313
Sticker | PENTA Sports | DreamHack 2014,Sticker,None,High Grade,Normal,11.19971182,91395.63401,803992.062,2923,5747.501,10,14.9,2927
StatTrak™ AUG | Syd Mead (Factory New),Rifle,Factory New,Classified,StatTrak™,3.164892778,714705.3233,3190926.75,1271,6193.683,2178,-0.67,2292
Sticker | Cloud9 (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,3.762044818,681982.6035,1401159.625,20,392015.875,34,0.27,39
Sticker | allu (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.451690821,191425.0161,1146110.25,1342,37380.809,17,1.91,2095
ESL One Katowice 2015 Inferno Souvenir Package,Container,None,Base Grade,Normal,28.08348294,159572.208,971485.25,2481,49917.656,4,2.66,2810
Sticker | Xizt (Gold) | Katowice 2019,Sticker,None,Extraordinary,Normal,1.880184332,280369.1474,888778.125,847,60737.168,945,1.22,1372
AK-47 | The Empress (Field-Tested),Rifle,Field-Tested,Covert,Normal,116.6986429,1002904.007,3740589,0,531010.062,1498,-0.85,1902
AK-47 | Neon Revolution (Minimal Wear),Rifle,Minimal Wear,Covert,Normal,55.85748725,781543.5756,4079211.75,0,444010.969,1861,-0.86,2294
Sticker | GODSENT (Holo) | Atlanta 2017,Sticker,None,Remarkable,Normal,11.78275899,481271.5044,2300588.75,1291,52607.34,36,2.19,2145
StatTrak™ P2000 | Fire Elemental (Field-Tested),Pistol,Field-Tested,Covert,StatTrak™,6.47970939,728048.0078,1617230.625,0,155697.172,2062,-0.68,2940
Souvenir P2000 | Amber Fade (Well-Worn),Pistol,Well-Worn,Restricted,Souvenir,1.073298429,450256.7158,2851769.25,436,14.177,352,-0.31,3074
P250 | Digital Architect (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,4.205047319,562136.0235,744080.188,203,420982.781,293,-0.14,431
StatTrak™ AK-47 | Legion of Anubis (Field-Tested),Rifle,Field-Tested,Covert,StatTrak™,20.69713873,1337903.308,7675479,0,547371.8989,840,-0.93,845
Sticker | ZywOo (Holo) | Rio 2022,Sticker,None,Exotic,Normal,4.248529412,606604.664,943758.938,6,232205.438,31,0.51,37
Sticker | n0thing (Foil) | Cologne 2015,Sticker,None,Exotic,Normal,6.532967033,108535.5372,584428.438,1611,16075.465,331,0.3,2660
USP-S | Overgrowth (Battle-Scarred),Pistol,Battle-Scarred,Restricted,Normal,12.80993655,154945.3483,940983.438,2111,7829.228,154,0,3356
Sticker | FaZe Clan (Foil) | London 2018,Sticker,None,Exotic,Normal,4.388174807,212527.8005,653596.125,697,77361.766,230,1.67,1551
StatTrak™ AUG | Chameleon (Factory New),Rifle,Factory New,Covert,StatTrak™,7.029736307,563312.8016,5332631,0,193272.391,983,-0.92,3204
StatTrak™ P250 | Visions (Minimal Wear),Pistol,Minimal Wear,Classified,StatTrak™,11.90991793,854515.2573,1559888.875,3,517734.3125,149,-0.61,151
Souvenir M4A4 | Radiation Hazard (Well-Worn),Rifle,Well-Worn,Mil-Spec,Souvenir,1.724414716,459405.5582,21784734,2519,61241.129,402,1.05,3025
Sticker | Snax (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.722689076,211258.8485,581781.062,1744,76228.867,385,2.03,2145
StatTrak™ Sawed-Off | Kiss♥Love (Minimal Wear),Shotgun,Minimal Wear,Classified,StatTrak™,11.64499152,844874.631,1713051.25,0,488882.5076,150,-0.71,150
Sticker | ropz (Foil) | Boston 2018,Sticker,None,Remarkable,Normal,10.78972332,136637.6138,730103.812,1595,3806.249,54,13.89,1805
StatTrak™ CZ75-Auto | The Fuschia Is Now (Minimal Wear),Pistol,Minimal Wear,Classified,StatTrak™,5.170872983,336635.8298,1908051.25,3014,830.808,2009,-0.54,3211
Sticker | FlameZ (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.25,492465.8661,880236.125,3,282359.531,26,-0.13,32
ESL One Cologne 2015 Challengers (Foil),Container,None,Base Grade,Normal,53.45595654,222536.3611,984810.875,1808,20837.258,104,2.87,2664
AK-47 | Wasteland Rebel (Battle-Scarred),Rifle,Battle-Scarred,Covert,Normal,20.94717167,475932.4014,894371.438,17,270809.406,1321,-0.26,2939
USP-S | Neo-Noir (Minimal Wear),Pistol,Minimal Wear,Covert,Normal,45.40925609,768579.2518,2798091,0,499560.938,1681,-0.8,2085
Sticker | SmithZz (Foil) | Atlanta 2017,Sticker,None,Exotic,Normal,3.394144144,93999.834,608646.625,1693,15911.512,17,3.57,2124
Souvenir P90 | Run and Hide (Field-Tested),SMG,Field-Tested,Classified,Souvenir,1.749275362,588559.4898,1204461.125,1,285455.281,254,-0.61,393
Sticker | MSL | Atlanta 2017,Sticker,None,High Grade,Normal,7.078782453,53882.19718,334660.219,2104,4711.133,417,28.89,2146
MAC-10 | Graven (Well-Worn),SMG,Well-Worn,Restricted,Normal,7.102390852,132495.04,684875.25,2814,1610.434,2054,6.23,3351
StatTrak™ AUG | Fleet Flock (Factory New),Rifle,Factory New,Classified,StatTrak™,1.742310321,883452.4934,3843212,0,238948.906,806,-0.86,2404
Patch | Howl,Others,None,Exotic,Normal,14.7508684,528226.0113,885706.875,147,273363.281,303,-0.37,1008
M4A4 | Desolate Space (Factory New),Rifle,Factory New,Classified,Normal,22.47990825,740746.6119,6223966,0,363449.281,1975,-0.9,2358
M4A1-S | Guardian (Battle-Scarred),Rifle,Battle-Scarred,Classified,Normal,7.249982238,188075.5728,2863468.25,2063,55918.207,186,0.39,3268
StatTrak™ AK-47 | Point Disarray (Field-Tested),Rifle,Field-Tested,Classified,StatTrak™,14.63847716,910906.715,2163705,0,494362.2284,2542,-0.75,2548
StatTrak™ P250 | Splash (Minimal Wear),Pistol,Minimal Wear,Restricted,StatTrak™,24.85454312,339817.4899,3559172.5,1581,66231.992,368,0.28,3394
StatTrak™ FAMAS | Commemoration (Battle-Scarred),Rifle,Battle-Scarred,Covert,StatTrak™,1.399357602,601845.0309,1739400,0,234812.797,579,-0.7,1137
Dual Berettas | Emerald (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,Normal,3.364137931,248965.7382,1125279,564,26992.807,9,2.35,1106
XM1014 | Red Leather (Minimal Wear),Shotgun,Minimal Wear,Mil-Spec,Normal,11.31125498,143441.8713,1488132.75,2238,8337.918,151,13.03,3067
StatTrak™ P250 | Splash (Field-Tested),Pistol,Field-Tested,Restricted,StatTrak™,3.941075515,225050.1065,1140495.875,3318,59606.766,368,-0.62,3393
Souvenir XM1014 | Blue Steel (Field-Tested),Shotgun,Field-Tested,Industrial Grade,Souvenir,1.383912249,149647.8575,2034316.25,2838,1487.726,193,3.42,3281
AWP | Neo-Noir (Battle-Scarred),Rifle,Battle-Scarred,Covert,Normal,16.23846139,681957.6191,1709851.25,0,407334.875,1021,-0.69,1454
AUG | Momentum (Factory New),Rifle,Factory New,Classified,Normal,3.838021238,643143.6309,1954710.875,0,343518.75,924,-0.75,1355
Sticker | fox (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,6.890763766,52325.84327,531480.938,2591,11653.855,314,14.58,2591
Sticker | nicoodoz (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.227272727,399125.2027,925384.875,4,152987.859,32,0.03,37
StatTrak™ Glock-18 | Vogue (Factory New),Pistol,Factory New,Classified,StatTrak™,8.720678579,1016254.049,5601368.5,1,478452.9232,838,-0.91,845
Sticker | olofmeister (Foil) | Cluj-Napoca 2015,Sticker,None,Exotic,Normal,7.052848885,136521.5746,1111103.125,1821,28011.873,21,0.96,2594
Sticker | ropz (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,2.559895833,935219.5548,1651228,6,366217.406,20,-0.6,39
Nova | Hyper Beast (Factory New),Shotgun,Factory New,Classified,Normal,29.80061834,255074.0652,792218.5,2476,87230.773,256,0.97,2476
M4A4 | Modern Hunter (Field-Tested),Rifle,Field-Tested,Restricted,Normal,14.47651198,196130.0153,2996788,2663,422.366,3117,2.32,3357
SSG 08 | Tropical Storm (Factory New),Rifle,Factory New,Industrial Grade,Normal,2.558189655,224049.3358,2766373.25,1274,24961.904,234,1.37,3281
Getaway Sally | The Professionals,Others,None,None,Normal,135.6663183,277406.1561,601630.7985,717,100519.875,69,1.61,727
Sticker | FURIA (Holo) | Katowice 2019,Sticker,None,Remarkable,Normal,54.92085085,827319.3205,2244216.5,536,177264.109,51,0.2,1391
Sticker | TRY (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.6,324553.7619,500582.781,4,150727.3125,26,-0.57,37
StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred),Pistol,Battle-Scarred,Classified,StatTrak™,3.83713832,560940.556,1295105.25,1940,221196.219,137,-0.31,2476
StatTrak™ M4A4 | Buzz Kill (Field-Tested),Rifle,Field-Tested,Covert,StatTrak™,10.35520887,875494.7606,2453271.75,2,293760.3014,2167,-0.8,2192
Sticker | ropz | Krakow 2017,Sticker,None,High Grade,Normal,35.89174328,133772.9925,712868.812,1751,1986.574,17,30.19,1971
Sticker | Jame (Foil) | Boston 2018,Sticker,None,Remarkable,Normal,5.815026954,66044.06452,572324.6565,1790,3492.989,49,41.62,1796
Sticker | syrsoN (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.988095238,517641.6852,860804.2293,10,270110.188,30,-0.37,30
Sticker | apEX (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,3.404929577,86579.37038,647977.688,1295,12334.595,16,8.25,2310
StatTrak™ AK-47 | Rat Rod (Factory New),Rifle,Factory New,Restricted,StatTrak™,6.299165945,693792.8684,1081549,19,442547.375,725,-0.49,1106
StatTrak™ R8 Revolver | Llama Cannon (Factory New),Pistol,Factory New,Classified,StatTrak™,2.075762952,713839.2759,2917820,0,81824.945,1055,-0.81,1899
MAG-7 | Prism Terrace (Field-Tested),Shotgun,Field-Tested,Restricted,Normal,4.575174825,484727.6462,1109212.375,158,291098.438,121,-0.16,432
Sticker | Cloud9 G2A (Foil) | Cologne 2015,Sticker,None,Exotic,Normal,16.53799815,170064.7589,1053233.5,1807,30821.365,330,0.1,2658
Sticker | rigoN (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.857142857,274065.7231,745248.4375,14,147963.391,21,-0.35,38
StatTrak™ Nova | Hyper Beast (Field-Tested),Shotgun,Field-Tested,Classified,StatTrak™,8.202231777,290044.7892,627572.5,2240,101385.133,127,-0.16,2477
Galil AR | CAUTION! (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,4.150684932,569671.3333,802505.938,207,387897.531,345,-0.05,433
Five-SeveN | Nitro (Field-Tested),Pistol,Field-Tested,Mil-Spec,Normal,30.62223096,62502.69552,314003.562,2555,996.254,2405,4.55,2744
StatTrak™ Desert Eagle | Directive (Factory New),Pistol,Factory New,Restricted,StatTrak™,1.522894522,992884.3347,4708555,9,420198.844,300,-0.49,2293
Souvenir M4A1-S | VariCamo (Minimal Wear),Rifle,Minimal Wear,Mil-Spec,Souvenir,2.611978068,354589.3249,3712738.25,3096,4035.249,2020,-0.41,3288
Sticker | coldzera (Foil) | MLG Columbus 2016,Sticker,None,Exotic,Normal,5.59168242,173561.7022,1360465.125,2005,20801.85,216,10.79,2447
Sticker | Cloud9 (Holo) | Krakow 2017,Sticker,None,Remarkable,Normal,12.92053883,249287.1987,878165.75,1115,57121.035,166,3.24,1967
Sticker | drop (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.45,318523.4241,743494.25,21,96340.086,22,0.77,35
Souvenir M4A1-S | VariCamo (Well-Worn),Rifle,Well-Worn,Mil-Spec,Souvenir,1.294281729,286932.2694,2025787.25,177,6408.323,3107,-0.28,3284
Sticker | cadiaN (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,2.141666667,446285.9271,1547037.713,22,250584.568,9,0.87,37
FAMAS | Afterimage (Well-Worn),Rifle,Well-Worn,Classified,Normal,2.918330309,141211.4201,1128391,2499,20487.773,33,8.83,3263
Sticker | KRIMZ (Gold) | Rio 2022,Sticker,None,Extraordinary,Normal,1.35,536589.7123,1420972.75,0,163673.875,24,-0.64,38
Sticker | Lucky (Gold) | Berlin 2019,Sticker,None,Extraordinary,Normal,3.178714859,487697.78,1394222.875,346,147735.312,106,0.1,1197
Sticker | Jame (Gold) | Berlin 2019,Sticker,None,Extraordinary,Normal,3.23613963,648500.9303,2851259,18,1239.772,967,0.29,1203
StatTrak™ P250 | Red Rock (Factory New),Pistol,Factory New,Restricted,StatTrak™,2.095978062,291764.4623,1142588.625,155,52210.82,785,-0.13,2015
Souvenir P250 | Boreal Forest (Minimal Wear),Pistol,Minimal Wear,Consumer Grade,Souvenir,2.079391892,158089.9256,19727254,2225,9670.221,700,-0.47,3265
StatTrak™ CZ75-Auto | Xiangliu (Factory New),Pistol,Factory New,Classified,StatTrak™,6.897222222,546490.5292,1224165.5,0,337575.031,1667,-0.61,2085
Sticker | KSCERATO (Gold) | Berlin 2019,Sticker,None,Extraordinary,Normal,1.810631229,496199.7939,1757565.5,356,156789.172,182,-0.33,1198
StatTrak™ M4A4 | The Battlestar (Well-Worn),Rifle,Well-Worn,Covert,StatTrak™,1.276143791,582869.7503,1327899.875,749,269278.438,247,-0.37,2469
Sticker | Cloud9 G2A | Katowice 2015,Sticker,None,High Grade,Normal,45.51276624,241200.1958,1351081.5,1979,8813.85,17,15.92,2833
StatTrak™ USP-S | Cortex (Factory New),Pistol,Factory New,Classified,StatTrak™,4.849640418,1379697.72,5642893,2,504647.1876,1744,-0.9,1747
SSG 08 | Orange Filigree (Battle-Scarred),Rifle,Battle-Scarred,Mil-Spec,Normal,3.451219512,154012.8819,838281.188,563,963.455,0,393.69,1095
Sticker | Flipsid3 Tactics | Katowice 2015,Sticker,None,High Grade,Normal,51.71573398,169751.2816,876029,1975,8915.351,17,17.03,2831
MAC-10 | Graven (Field-Tested),SMG,Field-Tested,Restricted,Normal,38.06284841,165807.8426,780643.062,3181,7124.684,154,4.3,3357
StatTrak™ M4A1-S | Nightmare (Field-Tested),Rifle,Field-Tested,Classified,StatTrak™,23.91100952,468459.7299,1989616.375,0,240545.344,474,-0.74,1580
Souvenir Tec-9 | Army Mesh (Well-Worn),Pistol,Well-Worn,Consumer Grade,Souvenir,1.378896882,111816.482,4640711.5,750,169.279,239,-0.47,3277
FAMAS | Commemoration (Factory New),Rifle,Factory New,Covert,Normal,29.02141606,477657.8608,1599672.125,0,336168.938,706,-0.67,1139
StatTrak™ AUG | Death by Puppy (Factory New),Rifle,Factory New,Classified,StatTrak™,6.974916439,585832.6302,1241657.75,18,401333.969,706,-0.61,1138
Souvenir FAMAS | Teardown (Field-Tested),Rifle,Field-Tested,Mil-Spec,Souvenir,1.301687764,216843.2833,3095990.5,2370,2975.453,473,0.5,3286
StatTrak™ P250 | Mehndi (Well-Worn),Pistol,Well-Worn,Classified,StatTrak™,7.650660569,303185.2106,2474455.5,2663,136413.406,1652,-0.54,3266
Souvenir AK-47 | Safety Net (Minimal Wear),Rifle,Minimal Wear,Restricted,Souvenir,1.727608008,982980.2548,4978723.5,223,79505.914,1349,-0.78,1543
Sticker | fnx | Boston 2018,Sticker,None,High Grade,Normal,5.150610583,152149.0895,808905.125,1618,18355.611,12,15.52,1805
Sticker | paiN Gaming (Gold) | Stockholm 2021,Sticker,None,Extraordinary,Normal,9.09481982,412754.416,1110040.375,200,90476.734,64,0.82,403
M4A4 | Cyber Security (Minimal Wear),Rifle,Minimal Wear,Classified,Normal,122.1328369,341209.8993,743066.562,16,149629.328,294,-0.27,727
FAMAS | Afterimage (Field-Tested),Rifle,Field-Tested,Classified,Normal,23.47085478,177641.3896,1341185.25,2953,6688.576,1436,4.3,3267
G3SG1 | Flux (Factory New),Rifle,Factory New,Classified,Normal,8.715776731,268513.1442,892842.812,2294,98147.453,409,-0.1,2630
Sticker | SmithZz (Foil) | Cologne 2016,Sticker,None,Exotic,Normal,3.382142857,92794.55098,673312.312,2157,12472.523,16,5.92,2335
